time_s,sta_index,node_id,freq_mhz,inst_rssi_dbm,avg_rssi_dbm
14.4292,3,9,2412,-48.7208,-48.7209
14.4292,2,8,2412,-62.7163,-62.716
14.4293,4,10,2412,-59.8691,-59.8681
14.4293,1,7,2412,-60.4953,-60.4955
14.4293,5,11,2412,-55.748,-55.7475
14.4293,0,6,2412,-51.6291,-51.6272
14.4303,14,20,2412,-38.03,-38.0288
14.4303,6,12,2412,-49.059,-49.0608
14.4303,16,22,2412,-60.1051,-60.1065
14.4303,3,9,2412,-48.7208,-48.7209
14.4303,2,8,2412,-62.7163,-62.716
14.4305,15,21,2412,-57.1402,-57.133
14.4305,11,17,2412,-45.5214,-45.5157
14.4305,18,24,2412,-51.4806,-51.4753
14.4305,12,18,2412,-47.0852,-47.0843
14.4305,9,15,2412,-64.6435,-64.6458
14.431,4,10,2412,-59.8691,-59.8682
14.431,1,7,2412,-60.4953,-60.4955
14.431,5,11,2412,-55.7481,-55.7475
14.431,0,6,2412,-51.6292,-51.6274
14.4314,14,20,2412,-38.0301,-38.029
14.4314,6,12,2412,-49.0588,-49.0606
14.4314,16,22,2412,-60.105,-60.1063
14.4314,2,8,2412,-62.7163,-62.7161
14.4315,4,10,2412,-59.8691,-59.8683
14.4315,1,7,2412,-60.4953,-60.4955
14.4315,5,11,2412,-55.7481,-55.7476
14.4315,0,6,2412,-51.6292,-51.6276
14.4325,17,23,2412,-54.266,-54.2673
14.4325,8,14,2412,-53.0864,-53.0878
14.433,15,21,2412,-57.1404,-57.1337
14.433,11,17,2412,-45.5215,-45.5163
14.433,18,24,2412,-51.4807,-51.4758
14.433,12,18,2412,-47.0852,-47.0843
14.433,9,15,2412,-64.6435,-64.6456
14.4332,14,20,2412,-38.0303,-38.0291
14.4332,6,12,2412,-49.0586,-49.0604
14.4332,16,22,2412,-60.1049,-60.1062
14.4332,3,9,2412,-48.7208,-48.7208
14.4332,2,8,2412,-62.7163,-62.7161
14.4333,14,20,2412,-38.0303,-38.0292
14.4333,6,12,2412,-49.0586,-49.0602
14.4333,16,22,2412,-60.1048,-60.106
14.4333,3,9,2412,-48.7208,-48.7208
14.4333,2,8,2412,-62.7163,-62.7161
14.4338,4,10,2412,-59.8692,-59.8684
14.4338,1,7,2412,-60.4953,-60.4955
14.4338,5,11,2412,-55.7481,-55.7476
14.4338,0,6,2412,-51.6292,-51.6277
14.4341,14,20,2412,-38.0303,-38.0293
14.4341,6,12,2412,-49.0585,-49.06
14.4341,16,22,2412,-60.1048,-60.1059
14.4341,2,8,2412,-62.7163,-62.7161
14.4347,4,10,2412,-59.8692,-59.8685
14.4347,1,7,2412,-60.4953,-60.4955
14.4347,5,11,2412,-55.7481,-55.7477
14.4347,0,6,2412,-51.6293,-51.6279
14.436,14,20,2412,-38.0305,-38.0294
14.436,6,12,2412,-49.0583,-49.0598
14.436,16,22,2412,-60.1046,-60.1058
14.436,3,9,2412,-48.7208,-48.7208
14.4367,17,23,2412,-54.2658,-54.2672
14.4367,8,14,2412,-53.0862,-53.0877
14.4367,7,13,2412,-54.5027,-54.5024
14.4367,13,19,2412,-51.9488,-51.9503
14.4367,19,25,2412,-58.0603,-58.0591
14.4372,8,14,2412,-53.0862,-53.0875
14.4372,7,13,2412,-54.5028,-54.5025
14.4372,13,19,2412,-51.9488,-51.9501
14.4372,19,25,2412,-58.0603,-58.0592
14.4382,14,20,2412,-38.0306,-38.0296
14.4382,6,12,2412,-49.058,-49.0597
14.4382,16,22,2412,-60.1044,-60.1057
14.4382,3,9,2412,-48.7208,-48.7208
14.4382,2,8,2412,-62.7163,-62.7161
14.4383,14,20,2412,-38.0306,-38.0297
14.4383,6,12,2412,-49.058,-49.0595
14.4383,16,22,2412,-60.1044,-60.1055
14.4383,3,9,2412,-48.7208,-48.7208
14.4383,2,8,2412,-62.7163,-62.7162
14.4399,4,10,2412,-59.8693,-59.8686
14.4399,1,7,2412,-60.4953,-60.4954
14.4399,5,11,2412,-55.7481,-55.7477
14.4399,0,6,2412,-51.6294,-51.628
14.4424,14,20,2412,-38.0309,-38.0298
14.4424,6,12,2412,-49.0575,-49.0593
14.4424,16,22,2412,-60.1041,-60.1054
14.4424,3,9,2412,-48.7207,-48.7208
14.4425,14,20,2412,-38.0309,-38.0299
14.4425,6,12,2412,-49.0575,-49.0591
14.4425,16,22,2412,-60.1041,-60.1053
14.443,14,20,2412,-38.031,-38.03
14.443,6,12,2412,-49.0575,-49.059
14.443,16,22,2412,-60.1041,-60.1051
14.443,3,9,2412,-48.7207,-48.7208
14.4437,17,23,2412,-54.2657,-54.267
14.4437,8,14,2412,-53.086,-53.0874
14.4437,7,13,2412,-54.5028,-54.5025
14.4437,13,19,2412,-51.9486,-51.95
14.4437,19,25,2412,-58.0605,-58.0593
14.4441,14,20,2412,-38.0311,-38.0301
14.4441,6,12,2412,-49.0573,-49.0588
14.4441,16,22,2412,-60.104,-60.105
14.4441,3,9,2412,-48.7207,-48.7208
14.4441,2,8,2412,-62.7164,-62.7162
14.4443,14,20,2412,-38.0311,-38.0302
14.4443,6,12,2412,-49.0573,-49.0586
14.4443,16,22,2412,-60.104,-60.1049
14.4445,14,20,2412,-38.0311,-38.0303
14.4445,6,12,2412,-49.0573,-49.0585
14.4445,16,22,2412,-60.1039,-60.1048
14.4445,3,9,2412,-48.7207,-48.7208
14.4462,14,20,2412,-38.0312,-38.0304
14.4462,6,12,2412,-49.0571,-49.0584
14.4462,16,22,2412,-60.1038,-60.1047
14.4462,3,9,2412,-48.7207,-48.7208
14.4464,14,20,2412,-38.0312,-38.0305
14.4464,6,12,2412,-49.0571,-49.0582
14.4464,16,22,2412,-60.1038,-60.1046
14.4465,17,23,2412,-54.2656,-54.2669
14.4465,8,14,2412,-53.0859,-53.0872
14.4465,7,13,2412,-54.5028,-54.5025
14.4465,13,19,2412,-51.9485,-51.9498
14.4465,19,25,2412,-58.0605,-58.0595
14.4465,10,16,2412,-59.8642,-59.8632
14.4468,14,20,2412,-38.0313,-38.0306
14.4468,6,12,2412,-49.057,-49.0581
14.4468,16,22,2412,-60.1038,-60.1045
14.4468,3,9,2412,-48.7207,-48.7208
14.4479,11,17,2412,-45.5221,-45.5169
14.4479,18,24,2412,-51.4812,-51.4764
14.4479,12,18,2412,-47.0853,-47.0844
14.4479,9,15,2412,-64.6434,-64.6453
14.4481,14,20,2412,-38.0314,-38.0306
14.4481,6,12,2412,-49.0569,-49.058
14.4481,16,22,2412,-60.1037,-60.1045
14.4481,3,9,2412,-48.7207,-48.7208
14.4494,14,20,2412,-38.0315,-38.0307
14.4494,6,12,2412,-49.0567,-49.0579
14.4494,16,22,2412,-60.1036,-60.1044
14.4494,3,9,2412,-48.7207,-48.7208
14.4494,2,8,2412,-62.7164,-62.7162
14.4495,17,23,2412,-54.2655,-54.2668
14.4495,8,14,2412,-53.0858,-53.0871
14.4495,7,13,2412,-54.5028,-54.5026
14.4495,13,19,2412,-51.9484,-51.9497
14.4495,19,25,2412,-58.0606,-58.0596
14.4509,17,23,2412,-54.2655,-54.2666
14.4509,8,14,2412,-53.0857,-53.0869
14.4509,7,13,2412,-54.5028,-54.5026
14.4509,13,19,2412,-51.9483,-51.9495
14.4509,19,25,2412,-58.0606,-58.0597
14.451,14,20,2412,-38.0316,-38.0308
14.451,6,12,2412,-49.0565,-49.0577
14.451,16,22,2412,-60.1034,-60.1043
14.451,3,9,2412,-48.7207,-48.7208
14.451,2,8,2412,-62.7164,-62.7162
14.452,11,17,2412,-45.5223,-45.5174
14.452,18,24,2412,-51.4813,-51.4769
14.452,12,18,2412,-47.0853,-47.0845
14.452,9,15,2412,-64.6433,-64.6451
14.4521,14,20,2412,-38.0317,-38.0309
14.4521,6,12,2412,-49.0564,-49.0576
14.4527,1,7,2412,-60.4952,-60.4954
14.4527,5,11,2412,-55.7483,-55.7478
14.4528,14,20,2412,-38.0317,-38.031
14.4528,6,12,2412,-49.0563,-49.0575
14.4528,16,22,2412,-60.1033,-60.1042
14.4528,3,9,2412,-48.7207,-48.7208
14.453,8,14,2412,-53.0856,-53.0868
14.453,7,13,2412,-54.5029,-54.5026
14.453,19,25,2412,-58.0607,-58.0598
14.453,10,16,2412,-59.8643,-59.8633
14.4531,14,20,2412,-38.0317,-38.031
14.4531,6,12,2412,-49.0563,-49.0573
14.4531,16,22,2412,-60.1033,-60.1041
14.4531,2,8,2412,-62.7165,-62.7163
14.4537,6,12,2412,-49.0562,-49.0572
14.4537,16,22,2412,-60.1032,-60.104
14.4537,2,8,2412,-62.7165,-62.7163
14.4541,14,20,2412,-38.0318,-38.0311
14.4541,6,12,2412,-49.0562,-49.0571
14.4541,16,22,2412,-60.1032,-60.1039
14.4541,2,8,2412,-62.7165,-62.7163
14.4553,14,20,2412,-38.0319,-38.0312
14.4553,6,12,2412,-49.056,-49.057
14.4553,16,22,2412,-60.1031,-60.1038
14.4553,3,9,2412,-48.7207,-48.7207
14.456,4,10,2412,-59.8696,-59.8687
14.456,1,7,2412,-60.4952,-60.4954
14.456,5,11,2412,-55.7484,-55.7478
14.4573,14,20,2412,-38.032,-38.0313
14.4573,6,12,2412,-49.0558,-49.0569
14.4573,16,22,2412,-60.1029,-60.1037
14.4573,3,9,2412,-48.7207,-48.7207
14.4582,14,20,2412,-38.0321,-38.0314
14.4582,6,12,2412,-49.0557,-49.0568
14.4582,16,22,2412,-60.1028,-60.1036
14.4582,3,9,2412,-48.7207,-48.7207
14.4588,14,20,2412,-38.0322,-38.0314
14.4588,6,12,2412,-49.0556,-49.0567
14.4588,16,22,2412,-60.1028,-60.1036
14.4588,3,9,2412,-48.7207,-48.7207
14.4597,14,20,2412,-38.0322,-38.0315
14.4597,6,12,2412,-49.0555,-49.0565
14.4597,16,22,2412,-60.1027,-60.1035
14.4597,3,9,2412,-48.7207,-48.7207
14.4599,4,10,2412,-59.8697,-59.8688
14.4599,1,7,2412,-60.4952,-60.4954
14.4599,5,11,2412,-55.7484,-55.7479
14.4599,0,6,2412,-51.63,-51.6282
14.4604,14,20,2412,-38.0323,-38.0316
14.4605,6,12,2412,-49.0554,-49.0564
14.4605,16,22,2412,-60.1027,-60.1034
14.4605,2,8,2412,-62.7165,-62.7163
14.4606,4,10,2412,-59.8697,-59.8689
14.4606,1,7,2412,-60.4952,-60.4954
14.4606,5,11,2412,-55.7484,-55.7479
14.4606,0,6,2412,-51.6301,-51.6284
14.4607,4,10,2412,-59.8697,-59.8689
14.4607,1,7,2412,-60.4952,-60.4953
14.4607,5,11,2412,-55.7484,-55.748
14.4607,0,6,2412,-51.6301,-51.6286
14.4613,4,10,2412,-59.8697,-59.869
14.4613,1,7,2412,-60.4952,-60.4953
14.4613,5,11,2412,-55.7484,-55.748
14.4613,0,6,2412,-51.6301,-51.6287
14.4613,14,20,2412,-38.0323,-38.0317
14.4613,6,12,2412,-49.0553,-49.0563
14.4613,16,22,2412,-60.1026,-60.1033
14.4613,3,9,2412,-48.7207,-48.7207
14.4613,2,8,2412,-62.7165,-62.7163
14.4614,4,10,2412,-59.8697,-59.8691
14.4614,1,7,2412,-60.4952,-60.4953
14.4614,5,11,2412,-55.7484,-55.7481
14.4614,0,6,2412,-51.6301,-51.6289
14.4616,14,20,2412,-38.0324,-38.0317
14.4616,6,12,2412,-49.0553,-49.0562
14.4616,16,22,2412,-60.1026,-60.1032
14.4616,3,9,2412,-48.7207,-48.7207
14.4629,14,20,2412,-38.0325,-38.0318
14.4629,6,12,2412,-49.0551,-49.0561
14.4629,16,22,2412,-60.1025,-60.1032
14.4629,3,9,2412,-48.7207,-48.7207
14.4629,2,8,2412,-62.7165,-62.7164
14.4632,4,10,2412,-59.8697,-59.8692
14.4632,1,7,2412,-60.4952,-60.4953
14.4632,5,11,2412,-55.7485,-55.7481
14.4632,0,6,2412,-51.6301,-51.629
14.4638,14,20,2412,-38.0325,-38.0319
14.4638,6,12,2412,-49.055,-49.056
14.4638,16,22,2412,-60.1024,-60.1031
14.4638,2,8,2412,-62.7165,-62.7164
14.4646,4,10,2412,-59.8698,-59.8692
14.4646,1,7,2412,-60.4952,-60.4953
14.4646,5,11,2412,-55.7485,-55.7482
14.4646,0,6,2412,-51.6302,-51.6291
14.4647,14,20,2412,-38.0326,-38.032
14.4647,6,12,2412,-49.0549,-49.0559
14.465,14,20,2412,-38.0326,-38.032
14.465,6,12,2412,-49.0549,-49.0558
14.465,16,22,2412,-60.1023,-60.103
14.465,2,8,2412,-62.7165,-62.7164
14.4651,14,20,2412,-38.0326,-38.0321
14.4651,6,12,2412,-49.0549,-49.0557
14.4651,16,22,2412,-60.1023,-60.1029
14.4651,3,9,2412,-48.7207,-48.7207
14.4651,2,8,2412,-62.7165,-62.7164
14.4657,17,23,2412,-54.2651,-54.2665
14.4657,8,14,2412,-53.0852,-53.0866
14.4662,14,20,2412,-38.0327,-38.0321
14.4662,6,12,2412,-49.0547,-49.0556
14.4662,16,22,2412,-60.1022,-60.1029
14.4663,14,20,2412,-38.0327,-38.0322
14.4663,6,12,2412,-49.0547,-49.0555
14.4663,16,22,2412,-60.1022,-60.1028
14.4663,3,9,2412,-48.7207,-48.7207
14.4667,14,20,2412,-38.0327,-38.0322
14.4667,6,12,2412,-49.0547,-49.0554
14.4667,16,22,2412,-60.1022,-60.1027
14.4667,3,9,2412,-48.7206,-48.7207
14.4681,17,23,2412,-54.265,-54.2663
14.4681,8,14,2412,-53.0851,-53.0865
14.4681,7,13,2412,-54.503,-54.5026
14.4681,19,25,2412,-58.0611,-58.0599
14.4693,14,20,2412,-38.0329,-38.0323
14.4693,6,12,2412,-49.0544,-49.0553
14.4693,16,22,2412,-60.1019,-60.1026
14.4693,3,9,2412,-48.7206,-48.7207
14.4713,14,20,2412,-38.0331,-38.0324
14.4713,6,12,2412,-49.0541,-49.0552
14.4713,16,22,2412,-60.1018,-60.1026
14.4713,3,9,2412,-48.7206,-48.7207
14.4715,4,10,2412,-59.8699,-59.8693
14.4715,1,7,2412,-60.4952,-60.4953
14.4715,5,11,2412,-55.7486,-55.7482
14.4715,0,6,2412,-51.6304,-51.6292
14.4717,17,23,2412,-54.2649,-54.2662
14.4717,8,14,2412,-53.085,-53.0863
14.4723,11,17,2412,-45.5231,-45.518
14.4723,18,24,2412,-51.4821,-51.4774
14.4723,12,18,2412,-47.0855,-47.0846
14.4723,9,15,2412,-64.6431,-64.6449
14.4734,8,14,2412,-53.0849,-53.0862
14.4734,7,13,2412,-54.503,-54.5027
14.4734,13,19,2412,-51.9476,-51.9493
14.4734,19,25,2412,-58.0612,-58.06
14.4734,10,16,2412,-59.8645,-59.8634
14.4739,5,11,2412,-55.7486,-55.7482
14.4739,0,6,2412,-51.6305,-51.6294
14.4755,5,11,2412,-55.7486,-55.7483
14.4755,0,6,2412,-51.6305,-51.6295
14.4775,17,23,2412,-54.2647,-54.266
14.4775,8,14,2412,-53.0848,-53.0861
14.4775,7,13,2412,-54.503,-54.5027
14.4775,13,19,2412,-51.9475,-51.9492
14.4775,19,25,2412,-58.0613,-58.0602
14.4777,5,11,2412,-55.7486,-55.7483
14.4777,0,6,2412,-51.6306,-51.6296
14.479,14,20,2412,-38.0336,-38.0325
14.479,6,12,2412,-49.0532,-49.055
14.479,16,22,2412,-60.1012,-60.1024
14.479,3,9,2412,-48.7206,-48.7207
14.479,2,8,2412,-62.7167,-62.7164
14.4797,15,21,2412,-57.1423,-57.1346
14.4797,11,17,2412,-45.5234,-45.5185
14.4797,18,24,2412,-51.4823,-51.4779
14.4797,12,18,2412,-47.0855,-47.0847
14.4797,9,15,2412,-64.6431,-64.6448
14.4805,4,10,2412,-59.8701,-59.8694
14.4805,1,7,2412,-60.4951,-60.4953
14.4805,5,11,2412,-55.7487,-55.7483
14.4805,0,6,2412,-51.6307,-51.6297
14.4815,4,10,2412,-59.8701,-59.8694
14.4815,1,7,2412,-60.4951,-60.4953
14.4815,5,11,2412,-55.7487,-55.7484
14.4817,14,20,2412,-38.0338,-38.0326
14.4817,6,12,2412,-49.0529,-49.0548
14.4817,16,22,2412,-60.1009,-60.1023
14.4817,3,9,2412,-48.7206,-48.7207
14.4828,17,23,2412,-54.2646,-54.2659
14.4828,8,14,2412,-53.0846,-53.0859
14.4828,7,13,2412,-54.5031,-54.5028
14.4828,13,19,2412,-51.9473,-51.949
14.4828,19,25,2412,-58.0614,-58.0603
14.4837,14,20,2412,-38.034,-38.0328
14.4837,6,12,2412,-49.0527,-49.0546
14.4837,16,22,2412,-60.1008,-60.1021
14.4837,3,9,2412,-48.7206,-48.7207
14.4856,17,23,2412,-54.2645,-54.2658
14.4856,8,14,2412,-53.0845,-53.0858
14.4875,4,10,2412,-59.8702,-59.8695
14.4875,1,7,2412,-60.4951,-60.4952
14.4875,5,11,2412,-55.7488,-55.7484
14.4879,17,23,2412,-54.2645,-54.2656
14.4879,8,14,2412,-53.0844,-53.0856
14.4879,7,13,2412,-54.5031,-54.5028
14.4879,13,19,2412,-51.9472,-51.9488
14.4879,19,25,2412,-58.0616,-58.0604
14.489,6,12,2412,-49.052,-49.0543
14.489,16,22,2412,-60.1004,-60.102
14.4893,17,23,2412,-54.2644,-54.2655
14.4893,8,14,2412,-53.0844,-53.0855
14.4893,7,13,2412,-54.5031,-54.5028
14.4893,13,19,2412,-51.9471,-51.9486
14.4893,19,25,2412,-58.0616,-58.0605
14.4895,6,12,2412,-49.052,-49.0541
14.4895,16,22,2412,-60.1003,-60.1018
14.4895,2,8,2412,-62.7167,-62.7165
14.49,6,12,2412,-49.0519,-49.0539
14.49,16,22,2412,-60.1003,-60.1016
14.4911,6,12,2412,-49.0518,-49.0537
14.4911,16,22,2412,-60.1002,-60.1015
14.4911,2,8,2412,-62.7168,-62.7165
14.4917,17,23,2412,-54.2644,-54.2654
14.4917,8,14,2412,-53.0843,-53.0854
14.4917,7,13,2412,-54.5031,-54.5028
14.4917,13,19,2412,-51.947,-51.9485
14.4917,19,25,2412,-58.0617,-58.0607
14.4919,17,23,2412,-54.2643,-54.2653
14.4919,8,14,2412,-53.0843,-53.0853
14.4919,7,13,2412,-54.5031,-54.5029
14.4919,13,19,2412,-51.947,-51.9483
14.4919,19,25,2412,-58.0617,-58.0608
14.4923,4,10,2412,-59.8703,-59.8696
14.4923,1,7,2412,-60.4951,-60.4952
14.4923,5,11,2412,-55.7488,-55.7485
14.4923,0,6,2412,-51.631,-51.6298
14.4932,17,23,2412,-54.2643,-54.2652
14.4932,8,14,2412,-53.0842,-53.0852
14.4932,7,13,2412,-54.5031,-54.5029
14.4932,13,19,2412,-51.947,-51.9482
14.4932,19,25,2412,-58.0617,-58.0609
14.4939,17,23,2412,-54.2643,-54.2651
14.4939,8,14,2412,-53.0842,-53.0851
14.4939,7,13,2412,-54.5031,-54.5029
14.4939,13,19,2412,-51.947,-51.9481
14.4939,19,25,2412,-58.0617,-58.0609
14.4954,17,23,2412,-54.2643,-54.265
14.4954,8,14,2412,-53.0842,-53.085
14.4954,7,13,2412,-54.5031,-54.5029
14.4954,13,19,2412,-51.947,-51.948
14.4954,19,25,2412,-58.0617,-58.061
14.4961,4,10,2412,-59.8704,-59.8697
14.4961,1,7,2412,-60.4951,-60.4952
14.4961,5,11,2412,-55.7489,-55.7485
14.4961,0,6,2412,-51.6311,-51.63
14.4965,8,14,2412,-53.0841,-53.0849
14.4965,7,13,2412,-54.5032,-54.503
14.4965,13,19,2412,-51.9469,-51.9479
14.4965,19,25,2412,-58.0618,-58.0611
14.4973,6,12,2412,-49.0511,-49.0534
14.4973,16,22,2412,-60.0997,-60.1013
14.4973,8,14,2412,-53.0841,-53.0848
14.4973,7,13,2412,-54.5032,-54.503
14.4973,13,19,2412,-51.9469,-51.9478
14.4973,19,25,2412,-58.0618,-58.0612
14.4989,4,10,2412,-59.8704,-59.8697
14.4989,1,7,2412,-60.4951,-60.4952
14.4989,5,11,2412,-55.7489,-55.7485
14.4989,0,6,2412,-51.6312,-51.6301
14.5003,4,10,2412,-59.8704,-59.8698
14.5003,1,7,2412,-60.4951,-60.4952
14.5003,5,11,2412,-55.7489,-55.7486
14.5003,0,6,2412,-51.6313,-51.6302
14.501,4,10,2412,-59.8704,-59.8699
14.501,1,7,2412,-60.4951,-60.4952
14.501,5,11,2412,-55.7489,-55.7486
14.501,0,6,2412,-51.6313,-51.6303
14.5011,4,10,2412,-59.8704,-59.8699
14.5011,1,7,2412,-60.4951,-60.4952
14.5011,5,11,2412,-55.7489,-55.7486
14.5011,0,6,2412,-51.6313,-51.6304
14.5023,4,10,2412,-59.8705,-59.87
14.5023,1,7,2412,-60.4951,-60.4952
14.5023,5,11,2412,-55.7489,-55.7487
14.5023,0,6,2412,-51.6313,-51.6305
14.5029,4,10,2412,-59.8705,-59.87
14.5029,1,7,2412,-60.4951,-60.4951
14.5029,5,11,2412,-55.7489,-55.7487
14.5055,14,20,2412,-38.0356,-38.0331
14.5055,6,12,2412,-49.0501,-49.0531
14.5055,16,22,2412,-60.099,-60.1011
14.5055,3,9,2412,-48.7205,-48.7206
14.5061,14,20,2412,-38.0356,-38.0333
14.5061,6,12,2412,-49.05,-49.0528
14.5061,2,8,2412,-62.7169,-62.7165
14.5075,5,11,2412,-55.749,-55.7487
14.5075,0,6,2412,-51.6315,-51.6306
14.5082,14,20,2412,-38.0358,-38.0336
14.5082,6,12,2412,-49.0498,-49.0525
14.5082,16,22,2412,-60.0988,-60.1009
14.5082,3,9,2412,-48.7205,-48.7206
14.5082,2,8,2412,-62.7169,-62.7166
14.5085,14,20,2412,-38.0358,-38.0338
14.5085,6,12,2412,-49.0498,-49.0522
14.5085,16,22,2412,-60.0988,-60.1007
14.5085,3,9,2412,-48.7205,-48.7206
14.5085,2,8,2412,-62.7169,-62.7166
14.5086,4,10,2412,-59.8706,-59.8701
14.5086,1,7,2412,-60.495,-60.4951
14.5086,5,11,2412,-55.749,-55.7488
14.5086,0,6,2412,-51.6315,-51.6307
14.5093,4,10,2412,-59.8706,-59.8701
14.5093,1,7,2412,-60.495,-60.4951
14.5093,5,11,2412,-55.749,-55.7488
14.5093,0,6,2412,-51.6315,-51.6308
14.5104,17,23,2412,-54.2638,-54.2649
14.5104,8,14,2412,-53.0836,-53.0847
14.5104,13,19,2412,-51.9464,-51.9476
14.5104,19,25,2412,-58.0621,-58.0613
14.5106,14,20,2412,-38.036,-38.034
14.5106,6,12,2412,-49.0495,-49.0519
14.5106,16,22,2412,-60.0986,-60.1004
14.5106,3,9,2412,-48.7205,-48.7206
14.5133,14,20,2412,-38.0362,-38.0342
14.5133,6,12,2412,-49.0492,-49.0517
14.5133,16,22,2412,-60.0984,-60.1002
14.5133,3,9,2412,-48.7205,-48.7206
14.5146,14,20,2412,-38.0363,-38.0344
14.5146,6,12,2412,-49.049,-49.0514
14.5146,16,22,2412,-60.0983,-60.1
14.5146,3,9,2412,-48.7205,-48.7206
14.5153,14,20,2412,-38.0363,-38.0346
14.5153,6,12,2412,-49.049,-49.0512
14.5153,16,22,2412,-60.0982,-60.0999
14.5153,3,9,2412,-48.7205,-48.7206
14.5153,2,8,2412,-62.717,-62.7166
14.5154,15,21,2412,-57.1439,-57.1355
14.5154,11,17,2412,-45.5248,-45.5192
14.5154,18,24,2412,-51.4836,-51.4785
14.5154,12,18,2412,-47.0858,-47.0848
14.5154,9,15,2412,-64.6427,-64.6446
14.5156,8,14,2412,-53.0834,-53.0846
14.5156,7,13,2412,-54.5033,-54.503
14.5156,13,19,2412,-51.9463,-51.9475
14.5156,19,25,2412,-58.0623,-58.0614
14.5171,15,21,2412,-57.1439,-57.1363
14.5171,11,17,2412,-45.5248,-45.5197
14.5171,18,24,2412,-51.4836,-51.479
14.5171,12,18,2412,-47.0858,-47.0849
14.5183,17,23,2412,-54.2636,-54.2648
14.5183,8,14,2412,-53.0833,-53.0844
14.5191,14,20,2412,-38.0366,-38.0348
14.5191,6,12,2412,-49.0485,-49.0509
14.5191,16,22,2412,-60.0979,-60.0997
14.5191,3,9,2412,-48.7205,-48.7206
14.5199,14,20,2412,-38.0367,-38.035
14.5199,6,12,2412,-49.0484,-49.0506
14.5199,16,22,2412,-60.0979,-60.0995
14.5199,3,9,2412,-48.7205,-48.7205
14.5203,17,23,2412,-54.2636,-54.2647
14.5203,8,14,2412,-53.0833,-53.0843
14.5203,7,13,2412,-54.5033,-54.503
14.5203,13,19,2412,-51.9461,-51.9474
14.5203,19,25,2412,-58.0624,-58.0615
14.5203,10,16,2412,-59.865,-59.8636
14.5209,15,21,2412,-57.1441,-57.1371
14.5209,11,17,2412,-45.525,-45.5203
14.5209,18,24,2412,-51.4838,-51.4795
14.5209,12,18,2412,-47.0858,-47.085
14.5209,9,15,2412,-64.6427,-64.6444
14.5213,14,20,2412,-38.0368,-38.0352
14.5213,6,12,2412,-49.0483,-49.0504
14.5213,3,9,2412,-48.7204,-48.7205
14.522,14,20,2412,-38.0368,-38.0353
14.522,6,12,2412,-49.0482,-49.0502
14.5221,14,20,2412,-38.0368,-38.0355
14.5221,6,12,2412,-49.0482,-49.05
14.5221,3,9,2412,-48.7204,-48.7205
14.5227,14,20,2412,-38.0369,-38.0356
14.5227,6,12,2412,-49.0481,-49.0498
14.5227,3,9,2412,-48.7204,-48.7205
14.5231,15,21,2412,-57.1442,-57.1378
14.5231,11,17,2412,-45.5251,-45.5207
14.5231,18,24,2412,-51.4839,-51.4799
14.5231,12,18,2412,-47.0859,-47.0851
14.5232,14,20,2412,-38.0369,-38.0358
14.5232,6,12,2412,-49.048,-49.0496
14.5232,16,22,2412,-60.0976,-60.0993
14.5232,3,9,2412,-48.7204,-48.7205
14.5232,2,8,2412,-62.717,-62.7167
14.5233,14,20,2412,-38.0369,-38.0359
14.5233,6,12,2412,-49.048,-49.0495
14.5233,16,22,2412,-60.0976,-60.0991
14.5233,3,9,2412,-48.7204,-48.7205
14.5233,2,8,2412,-62.717,-62.7167
14.5242,15,21,2412,-57.1442,-57.1385
14.5242,11,17,2412,-45.5252,-45.5212
14.5242,18,24,2412,-51.4839,-51.4803
14.5242,12,18,2412,-47.0859,-47.0852
14.5242,9,15,2412,-64.6427,-64.6442
14.5247,17,23,2412,-54.2635,-54.2645
14.5247,8,14,2412,-53.0831,-53.0842
14.5247,7,13,2412,-54.5033,-54.5031
14.5247,13,19,2412,-51.946,-51.9472
14.5247,19,25,2412,-58.0625,-58.0616
14.5247,10,16,2412,-59.8651,-59.8637
14.5253,15,21,2412,-57.1443,-57.1391
14.5253,11,17,2412,-45.5252,-45.5216
14.5253,18,24,2412,-51.484,-51.4807
14.5253,12,18,2412,-47.0859,-47.0852
14.5253,9,15,2412,-64.6427,-64.644
14.5265,17,23,2412,-54.2634,-54.2644
14.5265,8,14,2412,-53.083,-53.0841
14.5266,15,21,2412,-57.1443,-57.1396
14.5266,11,17,2412,-45.5253,-45.522
14.5266,18,24,2412,-51.484,-51.481
14.5266,12,18,2412,-47.0859,-47.0853
14.5266,9,15,2412,-64.6426,-64.6439
14.5285,4,10,2412,-59.871,-59.8702
14.5285,1,7,2412,-60.495,-60.4951
14.5285,5,11,2412,-55.7493,-55.7488
14.5285,0,6,2412,-51.6321,-51.6309
14.5289,17,23,2412,-54.2633,-54.2643
14.5289,8,14,2412,-53.083,-53.084
14.5289,7,13,2412,-54.5034,-54.5031
14.5289,13,19,2412,-51.9459,-51.9471
14.5289,19,25,2412,-58.0626,-58.0617
14.5289,10,16,2412,-59.8651,-59.8639
14.5304,14,20,2412,-38.0373,-38.036
14.5304,6,12,2412,-49.0473,-49.0492
14.5304,16,22,2412,-60.0971,-60.0989
14.5304,3,9,2412,-48.7204,-48.7205
14.5304,2,8,2412,-62.7171,-62.7167
14.5305,14,20,2412,-38.0374,-38.0362
14.5305,6,12,2412,-49.0472,-49.049
14.5305,16,22,2412,-60.097,-60.0987
